Ort,PLZ,Gemeindename,Kantonskürzel,Einwohner,YB (absolut),YB (relativ),SCB (absolut),SCB (relativ)
Gutenburg,4932,Madiswil,BE,2468,7,2.8363047,9,3.646677472
Gutenswil,8605,Volketswil,ZH,1816,0,0,0,0
Guttannen,3864,Guttannen,BE,321,0,0,0,0
Guttet-Feschel,3956,Guttet-Feschel,VS,432,0,0,0,0
Güttingen,8594,Güttingen,TG,1491,0,0,0,0
Gwatt (Thun),3645,Spiez,BE,4091,11,2.688829137,27,6.599853337
Gy,1251,Gy,GE,497,0,0,0,0
Gysenstein,3503,Konolfingen,BE,390,1,2.564102564,3,7.692307692
Haag (Rheintal),9469,Sennwald,SG,1246,0,0,0,0
Habkern,3804,Habkern,BE,648,0,0,0,0
Habsburg,5245,Habsburg,AG,410,0,0,0,0
Häfelfingen,4445,Häfelfingen,BL,273,0,0,0,0
Hagenbuch ZH,8523,Hagenbuch,ZH,1085,0,0,0,0
Hägendorf,4614,Hägendorf,SO,4685,2,0.4268943436,6,1.280683031
Hagendorn,6332,Cham,ZG,2263,0,0,0,0
Hagenwil b. Amriswil,8580,Amriswil,TG,11153,0,0,0,0
Häggenschwil,9312,Häggenschwil,SG,785,0,0,0,0
Hägglingen,5607,Hägglingen,AG,2334,1,0.4284490146,1,0.4284490146
Hagneck,2575,Hagneck,BE,1383,15,10.84598698,2,1.446131598
Halden,9223,Bischofszell,TG,292,0,0,0,0
Haldenstein,7023,Haldenstein,GR,1001,0,0,0,0
Haldi b. Schattdorf,6469,Schattdorf,UR,254,0,0,0,0
Hallau,8215,Hallau,SH,2071,0,0,0,0
Hallwil,5705,Hallwil,AG,784,0,0,1,1.275510204
Halten,4566,Halten,SO,1270,6,4.724409449,2,1.57480315
Hämikon,6289,Hitzkirch,LU,480,0,0,0,0
Hämikon,6289,Hitzkirch,LU,480,0,0,0,0
Happerswil,8585,Birwinken,TG,314,0,0,0,0
Harenwilen,8553,Hüttlingen,TG,58,0,0,0,0
Härkingen,4624,Härkingen,SO,1453,0,0,6,4.129387474
Hasle b. Burgdorf,3415,Hasle bei Burgdorf,BE,2201,31,14.08450704,3,1.363016811
Hasle LU,6166,Hasle (LU),LU,1732,0,0,0,0
Haslen AI,9054,Schlatt-Haslen,AI,796,0,0,0,0
Haslen GL,8773,Glarus Süd,GL,590,0,0,0,0
Hasliberg Goldern,6085,Hasliberg,BE,229,0,0,0,0
Hasliberg Hohfluh,6083,Hasliberg,BE,379,0,0,0,0
Hasliberg Reuti,6086,Hasliberg,BE,387,0,0,0,0
Hasliberg Wasserwendi,6084,Hasliberg,BE,219,0,0,0,0
Hattenhausen,8564,Wäldi,TG,82,0,0,0,0
Hätzingen,8775,Glarus Süd,GL,496,0,0,0,0
Hauenstein,4633,Hauenstein-Ifenthal,SO,315,0,0,0,0
Hauptikon,8926,Kappel am Albis,ZH,448,0,0,2,4.464285714
Hauptwil,9213,Hauptwil-Gottshaus,TG,1265,0,0,0,0
Hausen AG,5212,Hausen (AG),AG,3299,1,0.3031221582,2,0.6062443165
Hausen am Albis,8915,Hausen am Albis,ZH,2603,0,0,0,0
Häusernmoos im Emmental,3463,Affoltern im Emmental,BE,253,2,7.90513834,2,7.90513834
Häuslenen,8522,Aadorf,TG,500,0,0,0,0
Haute-Nendaz,1997,Nendaz,VS,1748,0,0,1,0.5720823799
Hauterive NE,2068,Hauterive (NE),NE,2579,0,0,0,0
Hauteville,1648,Hauteville,FR,583,0,0,0,0
Häutligen,3510,Häutligen,BE,4539,61,13.4390835,48,10.57501652
Hedingen,8908,Hedingen,ZH,3595,0,0,0,0
Heerbrugg,9435,Au (SG),SG,3513,0,0,0,0
Hefenhausen,8564,Wäldi,TG,82,0,0,0,0
Hefenhofen,8580,Hefenhofen,TG,11153,0,0,0,0
Heiden,9410,Heiden,AR,4031,0,0,1,0.2480774001
Heiligenschwendi,3625,Heiligenschwendi,BE,693,0,0,5,7.215007215
Heiligkreuz (Mels),8888,Mels,SG,1478,0,0,0,0
Heimberg,3627,Heimberg,BE,6585,19,2.885345482,65,9.870918755
Heimenhausen,3373,Heimenhausen,BE,408,0,0,2,4.901960784
Heimenschwand,3615,Buchholterberg,BE,1544,4,2.590673575,8,5.18134715
Heimisbach,3453,Trachselwald,BE,820,1,1.219512195,1,1.219512195
Heimiswil,3412,Heimiswil,BE,1001,5,4.995004995,9,8.991008991
Heinrichswil,4558,Drei Höfe,SO,207,4,19.3236715,0,0
Heitenried,1714,Heitenried,FR,1377,10,7.262164125,4,2.90486565
Heldswil,9216,Hohentannen,TG,296,0,0,0,0
Helgisried-Rohrbach,3155,Rüeggisberg,BE,454,0,0,2,4.405286344
Hellbühl,6016,Neuenkirch,LU,1237,0,0,0,0
Hellikon,4316,Hellikon,AG,784,0,0,0,0
Hellsau,3429,Hellsau,BE,272,0,0,2,7.352941176
Hemberg,9633,Hemberg,SG,548,0,0,0,0
Hemishofen,8261,Hemishofen,SH,441,0,0,0,0
Hemmental,8231,Schaffhausen,SH,643,0,0,0,0
Hemmiken,4465,Hemmiken,BL,263,0,0,0,0
Henau,9247,Uzwil,SG,1581,0,0,0,0
Hendschiken,5604,Hendschiken,AG,1050,0,0,0,0
Henggart,8444,Henggart,ZH,2275,0,0,0,0
Hennens,1681,Billens-Hennens,FR,539,0,0,0,0
Henniez,1525,Henniez,VD,266,0,0,0,0
Herbetswil,4715,Herbetswil,SO,541,0,0,0,0
Herbligen,3671,Herbligen,BE,520,8,15.38461538,13,25
Herbriggen,3927,St. Niklaus,VS,283,0,0,0,0
Herdern,8535,Herdern,TG,555,0,0,0,0
Hérémence,1987,Hérémence,VS,897,0,0,0,0
Hergiswil b. Willisau,6133,Hergiswil bei Willisau,LU,1860,0,0,0,0
Hergiswil NW,6052,Hergiswil (NW),NW,5578,2,0.3585514521,3,0.5378271782
Herisau,9100,Herisau,AR,14943,0,0,3,0.200762899
Herlisberg,6028,Römerswil,LU,345,0,0,0,0
Hermance,1248,Hermance,GE,966,0,0,0,0
Hermenches,1513,Hermenches,VD,368,0,0,0,0
Hermetschwil-Staffeln,5626,Bremgarten (AG),AG,1129,0,0,0,0
Hermiswil,3475,Seeberg,BE,219,0,0,3,13.69863014
Hermrigen,3274,Hermrigen,BE,258,1,3.875968992,2,7.751937984
Herrenhof,8585,Langrickenbach,TG,314,0,0,0,0
Herrenschwanden,3037,Kirchlindach,BE,1515,16,10.56105611,17,11.22112211
Herrliberg,8704,Herrliberg,ZH,6173,0,0,0,0
Hersberg,4423,Hersberg,BL,330,0,0,0,0
Hersiwil,4558,Drei Höfe,SO,207,4,19.3236715,0,0
Hertenstein AG,5415,Obersiggenthal,AG,5932,1,0.1685772084,1,0.1685772084
Herznach,5027,Herznach,AG,1399,0,0,1,0.7147962831
Herzogenbuchsee,3360,Herzogenbuchsee,BE,5916,23,3.887762001,26,4.394861393
Hessigkofen,4577,Buchegg,SO,272,2,7.352941176,0,0
Hettenschwil,5317,Leuggern,AG,345,0,0,0,0
Hettiswil b. Hindelbank,3325,Krauchthal,BE,900,13,14.44444444,6,6.666666667
Hettlingen,8442,Hettlingen,ZH,3013,0,0,0,0
Hildisrieden,6024,Hildisrieden,LU,2015,0,0,0,0
Hilfikon,5613,Villmergen,AG,375,0,0,0,0
Hilterfingen,3652,Hilterfingen,BE,1552,4,2.577319588,9,5.798969072
Himmelried,4204,Himmelried,SO,933,0,0,0,0
Hindelbank,3324,Hindelbank,BE,2304,37,16.05902778,40,17.36111111
Hinteregg,8132,Egg,ZH,5020,0,0,0,0
Hinterforst,9452,Altstätten,SG,706,0,0,0,0
Hinterfultigen,3089,Rüeggisberg,BE,325,4,12.30769231,3,9.230769231
Hinterkappelen,3032,Wohlen bei Bern,BE,4374,60,13.71742112,47,10.74531321
Hintermoos,6260,Wikon,LU,4373,0,0,6,1.372055797
Hinterrhein,7438,Hinterrhein,GR,63,0,0,0,0
Hinwil,8340,Hinwil,ZH,9811,0,0,0,0
Hirschthal,5042,Hirschthal,AG,1485,0,0,2,1.346801347
Hirzel,8816,Hirzel,ZH,2146,0,0,0,0
Hittnau,8335,Hittnau,ZH,3562,0,0,0,0
Hitzkirch,6285,Hitzkirch,LU,2411,0,0,0,0
Hochdorf,6280,Hochdorf,LU,7754,0,0,0,0
Hochfelden,8182,Hochfelden,ZH,2009,0,0,0,0
Höchstetten,3429,Höchstetten,BE,272,0,0,2,7.352941176
Hochwald,4146,Hochwald,SO,1277,0,0,1,0.7830853563
Höfen b. Thun,3631,Stocken-Höfen,BE,438,1,2.283105023,2,4.566210046
Hofen SH,8242,Thayngen,SH,270,0,0,0,0
Hoffeld,9114,Neckertal,SG,304,0,0,0,0
Hofstatt,6154,Luthern,LU,469,0,0,0,0
Hofstetten b. Brienz,3858,Hofstetten bei Brienz,BE,533,0,0,0,0
Hofstetten SO,4114,Hofstetten-Flüh,SO,2118,0,0,0,0
Hofstetten ZH,8354,Hofstetten (ZH),ZH,481,0,0,0,0
Hohenrain,6276,Hohenrain,LU,1440,0,0,0,0
Hohentannen,9216,Hohentannen,TG,296,0,0,0,0
Hohtenn,3949,Steg-Hohtenn,VS,157,0,0,0,0
Holderbank AG,5113,Holderbank (AG),AG,1024,0,0,0,0
Holderbank SO,4718,Holderbank (SO),SO,631,0,0,1,1.584786054
Hölstein,4434,Hölstein,BL,2368,0,0,2,0.8445945946
Holzhäusern ZG,6343,Risch,ZG,8248,0,0,0,0
Holziken,5043,Holziken,AG,1285,0,0,3,2.33463035
Homberg b. Thun,3622,Homberg,BE,510,0,0,0,0
Hombrechtikon,8634,Hombrechtikon,ZH,7703,0,0,0,0
Homburg,8508,Homburg,TG,824,0,0,0,0
Honau,6038,Honau,LU,1123,0,0,0,0
Hondrich,3702,Spiez,BE,695,3,4.316546763,5,7.194244604
Horboden,3755,Diemtigen,BE,458,0,0,1,2.183406114
Horgen,8810,Horgen,ZH,19107,0,0,0,0
Horgenberg,8815,Horgen,ZH,405,0,0,0,0
Hörhausen,8507,Homburg,TG,654,0,0,0,0
Höri,8181,Höri,ZH,2636,0,0,0,0
Horn,9326,Horn,TG,2611,0,0,0,0
Hornussen,5075,Hornussen,AG,882,0,0,0,0
Horrenbach,3623,Horrenbach-Buchen,BE,163,0,0,0,0
Horriwil,4557,Horriwil,SO,861,0,0,5,5.807200929
Horw,6048,Horw,LU,12006,0,0,0,0
Hosenruck,9515,Wuppenau,TG,435,0,0,0,0
Hospental,6493,Hospental,UR,202,0,0,0,0
Hottwil,5277,Mettauertal,AG,249,0,0,0,0
Hubersdorf,4535,Hubersdorf,SO,740,0,0,2,2.702702703
Huémoz,1884,Ollon,VD,1376,0,0,2,1.453488372
Hugelshofen,8565,Kemmental,TG,410,0,0,0,0
Humlikon,8457,Humlikon,ZH,482,0,0,0,0
Hundwil,9064,Hundwil,AR,976,0,0,0,0
Hünenberg,6331,Hünenberg,ZG,5075,4,0.7881773399,1,0.197044335
Hünenberg See,6333,Hünenberg,ZG,3727,0,0,0,0
Hünibach,3626,Hilterfingen,BE,2506,10,3.990422985,7,2.793296089
Hüniken,4554,Hüniken,SO,771,4,5.188067445,13,16.8612192
Hünikon (Neftenbach),8412,Neftenbach,ZH,457,0,0,0,0
Hüntwangen,8194,Hüntwangen,ZH,1005,0,0,0,0
Hunzenschwil,5502,Hunzenschwil,AG,3509,0,0,3,0.8549444286
Hurden,8640,Freienbach,SZ,7757,0,0,0,0
Hüswil,6152,Zell (LU),LU,276,0,0,0,0
Hütten,8825,Hütten,ZH,908,0,0,0,0
Hüttikon,8115,Hüttikon,ZH,681,0,0,0,0
Hüttlingen,8553,Hüttlingen,TG,58,0,0,0,0
Huttwil,4950,Huttwil,BE,4381,21,4.793426158,17,3.880392604
Hüttwilen,8536,Hüttwilen,TG,992,0,0,0,0
Ibach,6438,Schwyz,SZ,4416,0,0,1,0.2264492754
Ichertswil,4571,Lüterkofen-Ichertswil,SO,637,2,3.139717425,1,1.569858713
Icogne,1977,Icogne,VS,548,0,0,0,0
Iffwil,3305,Iffwil,BE,417,8,19.18465228,9,21.58273381
Igis,7206,Landquart,GR,3509,0,0,0,0
Ilanz,7130,Ilanz/Glion,GR,2404,0,0,0,0
Illgau,6434,Illgau,SZ,801,0,0,0,0
Illhart,8556,Wigoltingen,TG,1406,0,0,0,0
Illighausen,8574,Lengwil,TG,434,0,0,1,2.304147465
Illnau,8308,Illnau-Effretikon,ZH,4582,0,0,1,0.2182453077
Im Fang,1656,Jaun,FR,476,0,0,0,0
Immensee,6405,Küssnacht (SZ),SZ,2355,0,0,0,0
Indemini,6571,Gambarogno,TI,150,0,0,0,0
Inden,3953,Inden,VS,955,0,0,0,0
Inkwil,3375,Inkwil,BE,622,0,0,5,8.038585209
Innerberg,3044,Wohlen bei Bern,BE,621,2,3.220611916,11,17.71336554
Innereriz,3619,Eriz,BE,426,0,0,1,2.34741784
Innerferrera,7445,Ferrera,GR,12,0,0,0,0
Innerferrera,7445,Ferrera,GR,12,0,0,0,0
Innerthal,8858,Innerthal,SZ,193,0,0,0,0
Innertkirchen,3862,Innertkirchen,BE,823,0,0,1,1.215066829
Ins,3232,Ins,BE,3345,7,2.092675635,13,3.886397608
Insone,6951,Lugano,TI,90,0,0,0,0
Interlaken,3800,Gündlischwand,BE,5659,27,4.771160983,24,4.241031984
Interlaken,3800,Interlaken,BE,5659,27,4.771160983,24,4.241031984
Intragna,6655,Centovalli,TI,390,0,0,1,2.564102564
Intschi,6476,Gurtnellen,UR,168,0,0,0,0
Inwil,6034,Inwil,LU,2387,0,0,0,0
Ipsach,2563,Ipsach,BE,4032,6,1.488095238,4,0.9920634921
Iragna,6707,Iragna,TI,552,0,0,0,0
Iseltwald,3807,Iseltwald,BE,426,0,0,0,0
Isenfluh,3822,Lauterbrunnen,BE,726,0,0,2,2.754820937
Isenthal,6461,Isenthal,UR,519,0,0,0,0
Iseo,6993,Bioggio,TI,136,0,0,0,0
Isérables,1914,Isérables,VS,879,0,0,0,0
Islikon,8546,Gachnang,TG,1429,0,0,0,0
Islisberg,8905,Islisberg,AG,605,0,0,1,1.652892562
Isole di Brissago,6614,Brissago,TI,1802,1,0.5549389567,0,0
Isone,6810,Isone,TI,397,0,0,0,0
Istighofen,8575,Bürglen (TG),TG,2523,0,0,0,0
Itingen,4452,Itingen,BL,2048,0,0,4,1.953125
Ittenthal,5083,Kaisten,AG,273,0,0,0,0
Ittigen,3063,Ittigen,BE,9333,172,18.42922962,136,14.571949
Jaberg,3629,Jaberg,BE,900,18,20,2,2.222222222
Jakobsbad,9108,Gonten,AI,1020,0,0,0,0
Jaun,1656,Jaun,FR,476,0,0,0,0
Jegenstorf,3303,Jegenstorf,BE,4716,91,19.29601357,78,16.5394402
Jenaz,7233,Jenaz,GR,736,0,0,0,0
Jenins,7307,Jenins,GR,896,0,0,0,0
Jens,2565,Jens,BE,676,3,4.437869822,0,0
Jeuss,1793,Murten,FR,420,2,4.761904762,0,0
Jona,8645,Rapperswil-Jona,SG,17482,0,0,0,0
Jonen,8916,Jonen,AG,1975,0,0,0,0
Jongny,1805,Jongny,VD,1449,0,0,1,0.6901311249
Jonschwil,9243,Jonschwil,SG,1793,0,0,0,0
Jouxtens-Mézery,1008,Jouxtens-Mézery,VD,11829,0,0,0,0
Juf,7448,Avers,GR,9,0,0,0,0
Jungfraujoch,3801,Fieschertal,VS,0,0,#DIV/0!,0,#DIV/0!
Juriens,1326,Juriens,VD,293,0,0,0,0
Jussy,1254,Jussy,GE,1237,0,0,0,0
Kägiswil,6056,Sarnen,OW,1249,1,0.8006405124,0,0
Kaiseraugst,4303,Kaiseraugst,AG,5524,0,0,0,0
Kaiserstuhl AG,5466,Kaiserstuhl,AG,397,0,0,0,0
Kaisten,5082,Kaisten,AG,2285,0,0,1,0.4376367615
Kallern,5625,Kallern,AG,319,0,0,0,0
Kallnach,3283,Kallnach,BE,1654,8,4.836759371,20,12.09189843
Kalpetran,3922,Embd,VS,1111,0,0,0,0
Kaltacker,3413,Heimiswil,BE,603,2,3.316749585,1,1.658374793
Kaltbach,6212,Mauensee,LU,1348,0,0,0,0
Kaltbrunn,8722,Kaltbrunn,SG,4621,0,0,0,0
Kaltenbach,8259,Wagenhausen,TG,698,0,0,0,0
Kammersrohr,4535,Kammersrohr,SO,740,0,0,2,2.702702703
Kandergrund,3716,Kandergrund,BE,612,0,0,0,0
Kandersteg,3718,Kandersteg,BE,1271,3,2.360346184,4,3.147128245
Känerkinden,4447,Känerkinden,BL,483,0,0,0,0
Kappel am Albis,8926,Kappel am Albis,ZH,448,0,0,2,4.464285714
Kappel SO,4616,Kappel (SO),SO,2958,3,1.014198783,1,0.338066261
Kappelen,3273,Kappelen,BE,1353,6,4.4345898,10,7.390983001
Kastanienbaum,6047,Horw,LU,1379,0,0,0,0
Kaufdorf,3126,Kaufdorf,BE,1020,5,4.901960784,10,9.803921569
Kefikon TG,8546,Gachnang,TG,1429,0,0,0,0
Kefikon ZH,8543,Wiesendangen,ZH,433,0,0,0,0
Kehrsatz,3122,Kehrsatz,BE,4164,54,12.96829971,47,11.28722382
Kehrsiten,6365,Stansstad,NW,216,0,0,0,0
Kemptthal,8310,Winterthur,ZH,174,0,0,0,0
Kernenried,3309,Kernenried,BE,447,4,8.948545861,6,13.42281879
Kerns,6064,Kerns,OW,5291,0,0,1,0.189000189
Kerzers,3210,Kerzers,FR,4774,60,12.56807708,43,9.00712191
Kesswil,8593,Kesswil,TG,996,0,0,0,0
Kestenholz,4703,Kestenholz,SO,1739,0,0,1,0.5750431282
Kienberg,4468,Kienberg,SO,526,0,0,0,0
Kiental,3723,Reichenbach im Kandertal,BE,253,0,0,0,0
Kiesen,3629,Kiesen,BE,900,18,20,2,2.222222222
Kilchberg BL,4496,Kilchberg (BL),BL,157,0,0,0,0
Kilchberg ZH,8802,Kilchberg (ZH),ZH,7809,0,0,0,0
Killwangen,8956,Killwangen,AG,1897,0,0,0,0
Kippel,3917,Kippel,VS,364,0,0,0,0
Kirchberg BE,3422,Kirchberg (BE),BE,5786,89,15.38195645,23,3.97511234
Kirchberg SG,9533,Kirchberg (SG),SG,3056,0,0,0,0
Kirchdorf AG,5416,Obersiggenthal,AG,1421,0,0,0,0
Kirchdorf BE,3116,Kirchdorf (BE),BE,868,9,10.36866359,7,8.064516129
Kirchenthurnen,3128,Kirchenthurnen,BE,275,5,18.18181818,2,7.272727273
Kirchleerau,5054,Kirchleerau,AG,777,0,0,2,2.574002574
Kirchlindach,3038,Kirchlindach,BE,1372,19,13.8483965,23,16.7638484
Klarsreuti,8585,Birwinken,TG,314,0,0,0,0
Kleinandelfingen,8451,Kleinandelfingen,ZH,1338,0,0,0,0
Kleinbösingen,3213,Kleinbösingen,FR,792,2,2.525252525,2,2.525252525
Kleindietwil,4936,Madiswil,BE,514,4,7.782101167,2,3.891050584
Kleindöttingen,5314,Böttstein,AG,3338,0,0,2,0.5991611744
Kleine Scheidegg,3823,Lauterbrunnen,BE,980,0,0,0,0
Kleingurmels,3212,Gurmels,FR,1658,3,1.809408926,4,2.412545235
Kleinlützel,4245,Kleinlützel,SO,1259,0,0,1,0.7942811755
Kleinwangen,6277,Hohenrain,LU,764,0,0,0,0
Klingnau,5313,Klingnau,AG,3251,0,0,1,0.3075976623
Klöntal,8750,Glarus,GL,5833,0,0,1,0.1714383679
Kloster Fahr,8109,Würenlos,AG,6,0,0,0,0
Klosters,7250,Klosters-Serneus,GR,2858,0,0,0,0
Klosters Dorf,7252,Klosters-Serneus,GR,596,0,0,0,0
Kloten,8302,Kloten,ZH,18400,0,0,1,0.05434782609
Knoblisbühl,8881,Walenstadt,SG,209,0,0,0,0
Knonau,8934,Knonau,ZH,2007,0,0,0,0
Knutwil,6213,Knutwil,LU,742,0,0,0,0
Koblenz,5322,Koblenz,AG,1583,0,0,1,0.6317119394
Kollbrunn,8483,Zell (ZH),ZH,2399,0,0,0,0
Kölliken,5742,Kölliken,AG,4265,0,0,2,0.468933177
Köniz,3098,Köniz,BE,6253,131,20.94994403,64,10.23508716
Konolfingen,3510,Konolfingen,BE,4539,61,13.4390835,48,10.57501652
Koppigen,3425,Koppigen,BE,2080,25,12.01923077,40,19.23076923
Kottwil,6217,Ettiswil,LU,432,0,0,0,0
Kradolf,9214,Kradolf-Schönenberg,TG,1297,0,0,0,0
Kräiligen,3315,Bätterkinden,BE,2468,46,18.63857374,11,4.457050243
Krattigen,3704,Krattigen,BE,1077,1,0.9285051068,7,6.499535747
Krauchthal,3326,Krauchthal,BE,1389,14,10.07919366,22,15.8387329
Kreuzlingen,8280,Kreuzlingen,TG,20846,0,0,0,0
Kriechenwil,3179,Kriechenwil,BE,427,0,0,13,30.44496487
Kriegstetten,4566,Kriegstetten,SO,1270,6,4.724409449,2,1.57480315
Kriens,6010,Kriens,LU,23406,0,0,0,0
Kriens,6010,Alpnach,OW,23406,0,0,0,0
Kriessern,9451,Oberriet (SG),SG,1801,0,0,0,0
Krinau,9622,Wattwil,SG,320,0,0,0,0
Krummenau,9643,Nesslau,SG,553,0,0,0,0
Küblis,7240,Küblis,GR,862,0,0,0,0
Kulmerau,6234,Triengen,LU,3186,0,0,0,0
Kümmertshausen,8586,Erlen,TG,1703,0,0,0,0
Künten,5444,Künten,AG,1673,0,0,0,0
Küsnacht ZH,8700,Küsnacht (ZH),ZH,13658,6,0.4393029726,0,0
Küssnacht am Rigi,6403,Küssnacht (SZ),SZ,8855,2,0.2258610954,3,0.3387916431
Küttigen,5024,Küttigen,AG,3653,0,0,0,0
Küttigkofen,4581,Buchegg,SO,301,0,0,0,0
Kyburg,8314,Illnau-Effretikon,ZH,407,0,0,0,0
Kyburg-Buchegg,4586,Buchegg,SO,300,0,0,1,3.333333333
L'Abbaye,1344,L'Abbaye,VD,324,0,0,0,0
L'Abergement,1355,L'Abergement,VD,242,0,0,0,0
L'Auberson,1454,Sainte-Croix,VD,557,0,0,0,0
L'Etivaz,1660,Château-d'Oex,VD,2663,0,0,3,1.126549005
L'Isle,1148,L'Isle,VD,722,0,0,0,0
La Brévine,2406,La Brévine,NE,398,0,0,0,0
La Châtagne,2406,La Brévine,NE,398,0,0,0,0
La Chaux (Cossonay),1308,La Chaux (Cossonay),VD,425,0,0,0,0
La Chaux-de-Fonds,2300,La Chaux-de-Fonds,NE,38264,0,0,1,0.02613422538
La Chaux-des-Breuleux,2345,La Chaux-des-Breuleux,JU,1445,0,0,3,2.076124567
La Chaux-du-Milieu,2405,La Chaux-du-Milieu,NE,483,0,0,0,0
La Cibourg,2333,La Ferrière,BE,536,0,0,0,0
La Cibourg,2616,Renan (BE),BE,799,0,0,2,2.503128911
La Cibourg,2300,La Chaux-de-Fonds,NE,38264,0,0,1,0.02613422538
La Comballaz,1862,Ormont-Dessous,VD,235,0,0,0,0
La Conversion,1093,Lutry,VD,2482,0,0,0,0
La Corbaz,1782,La Sonnaz,FR,2992,0,0,0,0
La Côte-aux-Fées,2117,La Côte-aux-Fées,NE,468,0,0,0,0
La Coudre,1148,L'Isle,VD,722,0,0,0,0
La Croix (Lutry),1090,Lutry,VD,1227,0,0,0,0
La Croix-de-Rozon,1257,Bardonnex,GE,2219,0,0,0,0
La Cure,1265,Saint-Cergue,VD,179,0,0,0,0
La Ferrière,2333,La Ferrière,BE,536,0,0,0,0
La Forclaz VD,1866,Ormont-Dessous,VD,180,0,0,0,0
La Forclaz VS,1985,Evolène,VS,169,0,0,1,5.917159763
La Fouly VS,1944,Orsières,VS,128,0,0,0,0
La Garde (Sembrancher),1933,Sembrancher,VS,766,0,0,0,0
La Heutte,2604,Péry-La Heutte,BE,477,0,0,0,0
La Joux FR,1697,Vuisternens-devant-Romont,FR,388,0,0,0,0
La Lécherette,1660,Château-d'Oex,VD,2663,0,0,3,1.126549005
La Magne,1687,Vuisternens-devant-Romont,FR,709,0,0,0,0
La Muraz (Savièse),1965,Savièse,VS,568,0,0,0,0
La Neirigue,1686,Vuisternens-devant-Romont,FR,197,0,0,0,0
La Neuveville,2520,La Neuveville,BE,3611,2,0.5538631958,0,0
La Place (Ayent),1966,Ayent,VS,301,0,0,1,3.322259136
La Plaine,1283,Dardagny,GE,731,0,0,0,0
La Praz,1148,La Praz,VD,722,0,0,0,0
La Punt-Chamues-ch,7522,La Punt-Chamues-ch,GR,770,0,0,0,0
La Rippe,1278,La Rippe,VD,1076,0,0,0,0
La Roche FR,1634,La Roche,FR,1517,0,0,0,0
La Rösa,7742,Poschiavo,GR,1753,0,0,0,0
La Russille,1356,Les Clées,VD,85,0,0,0,0
La Sage,1985,Evolène,VS,169,0,0,1,5.917159763
La Sagne (Ste-Croix),1450,Sainte-Croix,VD,3609,0,0,0,0
La Sagne NE,2314,La Sagne,NE,940,0,0,0,0
La Sarraz,1315,La Sarraz,VD,2449,0,0,0,0
La Tanne,2720,Tavannes,BE,3949,5,1.266143327,18,4.558115979
La Tine,1658,Rossinière,VD,446,0,0,0,0
La Tour VS,1984,Evolène,VS,423,0,0,0,0
La Tour-de-Peilz,1814,La Tour-de-Peilz,VD,10993,0,0,2,0.181933958
La Tour-de-Trême,1635,Bulle,FR,4491,2,0.4453351147,1,0.2226675573
La Tzoumaz,1918,Riddes,VS,805,0,0,0,0
La Vernaz (Les Agettes),1992,Les Agettes,VS,100,0,0,0,0
La Verrerie,1624,Semsales,FR,190,0,0,0,0
La Vraconnaz,1454,Sainte-Croix,VD,557,0,0,0,0
La Vue-des-Alpes,2052,Val-de-Ruz,NE,1555,1,0.6430868167,1,0.6430868167
Laax GR,7031,Laax,GR,1202,0,0,0,0
Laax GR 2,7032,Laax,GR,304,0,0,0,0
Lachen SZ,8853,Lachen,SZ,8126,0,0,0,0
Laconnex,1287,Laconnex,GE,602,0,0,0,0
Ladir,7155,Ilanz/Glion,GR,124,0,0,0,0
Ladir,7155,Ilanz/Glion,GR,124,0,0,0,0
Lajoux JU,2718,Lajoux (JU),JU,607,0,0,0,0
Lalden,3931,Lalden,VS,671,0,0,0,0
Lamboing,2516,Plateau de Diesse,BE,686,0,0,0,0
Lamone,6814,Lamone,TI,1781,0,0,0,0
Lampenberg,4432,Lampenberg,BL,507,0,0,1,1.972386588
Lamperswil TG,8556,Wigoltingen,TG,1406,0,0,0,0
Landiswil,3434,Landiswil,BE,386,2,5.18134715,1,2.590673575
Landquart,7302,Landquart,GR,4438,0,0,0,0
Landschlacht,8597,Münsterlingen,TG,1444,0,0,0,0
Langenbruck,4438,Langenbruck,BL,974,0,0,0,0
Längenbühl,3636,Forst-Längenbühl,BE,425,1,2.352941176,4,9.411764706
Langendorf,4513,Langendorf,SO,3761,7,1.861207126,3,0.7976601968
Langenthal,4900,Langenthal,BE,15115,57,3.771088323,36,2.381739993
Langnau am Albis,8135,Langnau am Albis,ZH,7330,0,0,2,0.272851296
Langnau b. Reiden,6262,Reiden,LU,1101,1,0.9082652134,0,0
Langnau im Emmental,3550,Langnau im Emmental,BE,7030,26,3.698435277,7,0.9957325747
Langrickenbach,8585,Langrickenbach,TG,314,0,0,0,0
Langwies,7057,Arosa,GR,213,0,0,0,0
Langwiesen,8246,Feuerthalen,ZH,956,0,0,0,0
Lanna,1983,Evolène,VS,661,0,0,1,1.512859304
Lanterswil,9503,Bussnang,TG,99,0,0,0,0
Lantsch/Lenz,7083,Lantsch/Lenz,GR,529,0,0,0,0
Lanzenhäusern,3148,Schwarzenburg,BE,914,6,6.564551422,11,12.03501094
Lanzenneunforn,8506,Herdern,TG,440,0,0,0,0
Largario,6724,Acquarossa,TI,303,0,0,0,0
Latsch,7484,Bergün/Bravuogn,GR,49,0,0,0,0
Latterbach,3758,Erlenbach im Simmental,BE,539,0,0,0,0
Lätti,3053,Rapperswil (BE),BE,9852,185,18.77791311,135,13.70280146
